country,countrycode2,countrycode3,governingbody,Squad,Gender,Comp,From,To,Comps,Champs,Other Names,clubid
England,eng,ENG,UEFA,Fisher FC,M,"",2018-2019,2019-2020,0,,"",34c2d664
England,eng,ENG,UEFA,Flackwell Heath FC,M,"",2017-2018,2019-2020,0,,"",28a78514
England,eng,ENG,UEFA,Fleet Town FC,M,"",2017-2018,2019-2020,0,,"",0677e54e
England,eng,ENG,UEFA,Fleetwood Town FC,M,EFL League One,2010-2011,2019-2020,10,1,"",d6a369a2
England,eng,ENG,UEFA,Folkestone Invicta FC,M,"",2017-2018,2019-2020,0,,"",bcf7f64e
England,eng,ENG,UEFA,Forest Green Rovers FC,M,EFL League Two,2006-2007,2019-2020,14,0,"",f1eb9593
England,eng,ENG,UEFA,Framlingham Town FC,M,"",2017-2018,2019-2020,0,,"",88679ded
England,eng,ENG,UEFA,Frickley Athletic FC,M,"",2017-2018,2019-2020,0,,"",32dd1966
England,eng,ENG,UEFA,Frimley Green FC,M,"",2018-2019,2019-2020,0,,"",ac110d44
England,eng,ENG,UEFA,Frome Town FC,M,"",2017-2018,2019-2020,0,,"",da6303ff
England,eng,ENG,UEFA,Fulham FC,M,EFL Championship,2001-2002,2019-2020,19,0,"",fd962109
England,eng,ENG,UEFA,Fulham FC U23,M,Premier League 2 — Division 2,2016-2017,2019-2020,4,,"",415ce479
England,eng,ENG,UEFA,Gainsborough Trinity FC,M,"",2015-2016,2019-2020,0,0,"",521d0055
England,eng,ENG,UEFA,Garforth Town AFC,M,"",2017-2018,2019-2020,0,,"",2e358937
England,eng,ENG,UEFA,Gateshead FC,M,"",2009-2010,2019-2020,10,0,"",250e0f45
England,eng,ENG,UEFA,Gillingham FC,M,EFL League One,2001-2002,2019-2020,19,1,"",5f01284a
England,eng,ENG,UEFA,Glasshoughton Welfare AFC,M,"",2018-2019,2018-2019,0,,"",21071f14
England,eng,ENG,UEFA,Glebe FC,M,"",2017-2018,2019-2020,0,,"",b1363a5e
England,eng,ENG,UEFA,Glossop North End AFC,M,"",2017-2018,2019-2020,0,,"",bd324020
England,eng,ENG,UEFA,Gloucester City AFC,M,"",2017-2018,2019-2020,0,,"",832dc86b
England,eng,ENG,UEFA,Godalming Town FC,M,"",2017-2018,2018-2019,0,,"",a06ea519
England,eng,ENG,UEFA,Godmanchester Rovers FC,M,"",2017-2018,2019-2020,0,,"",bc2621d8
England,eng,ENG,UEFA,Goole AFC,M,"",2017-2018,2019-2020,0,,"",322d8d79
England,eng,ENG,UEFA,Gorleston FC,M,"",2017-2018,2019-2020,0,,"",e1f78fc3
England,eng,ENG,UEFA,Gosport Borough FC,M,"",2014-2015,2019-2020,0,0,"",c9638571
England,eng,ENG,UEFA,Grantham Town FC,M,"",2017-2018,2019-2020,0,,"",23ee5f55
England,eng,ENG,UEFA,Grays Athletic FC,M,"",2006-2007,2019-2020,4,0,"",d26c48f2
England,eng,ENG,UEFA,Great Wakering Rovers FC,M,"",2017-2018,2019-2020,0,,"",4fce24b5
England,eng,ENG,UEFA,Great Yarmouth Town FC,M,"",2017-2018,2019-2020,0,,"",202c986b
England,eng,ENG,UEFA,Greenwich Borough FC,M,"",2017-2018,2019-2020,0,,"",301d7ecd
England,eng,ENG,UEFA,Gresley FC,M,"",2017-2018,2019-2020,0,,"",487a9456
England,eng,ENG,UEFA,Grimsby Borough FC,M,"",2017-2018,2019-2020,0,,"",1a9ae966
England,eng,ENG,UEFA,Grimsby Town FC,M,EFL League Two,2001-2002,2019-2020,19,0,"",a18a87d7
England,eng,ENG,UEFA,Guildford City FC,M,"",2017-2018,2019-2020,0,,"",ced81fa4
England,eng,ENG,UEFA,Guisborough Town FC,M,"",2017-2018,2019-2020,0,,"",dfdd0f12
England,eng,ENG,UEFA,Guiseley AFC,M,"",2015-2016,2019-2020,3,0,"",430d5511
England,eng,ENG,UEFA,Hackney Wick FC,M,"",2017-2018,2019-2020,0,,"",e242eb46
England,eng,ENG,UEFA,Hadleigh United FC,M,"",2017-2018,2019-2020,0,,"",ff5a4643
England,eng,ENG,UEFA,Hadley FC,M,"",2017-2018,2019-2020,0,,"",948d87ed
England,eng,ENG,UEFA,Hailsham Town FC,M,"",2017-2018,2017-2018,0,,"",b75febc4
England,eng,ENG,UEFA,Halesowen Town FC,M,"",2017-2018,2019-2020,0,,"",f21f8649
England,eng,ENG,UEFA,Halifax Town AFC,M,"",2006-2007,2007-2008,2,0,"",9966977d
England,eng,ENG,UEFA,Hall Road Rangers FC,M,"",2017-2018,2019-2020,0,,"",e3183b99
England,eng,ENG,UEFA,Hallam FC,M,"",2017-2018,2019-2020,0,,"",eeba4604
England,eng,ENG,UEFA,Hallen AFC,M,"",2017-2018,2019-2020,0,,"",c522fe94
England,eng,ENG,UEFA,Halstead Town FC,M,"",2019-2020,2019-2020,0,,"",330f47ec
England,eng,ENG,UEFA,Hamble Club FC,M,"",2018-2019,2019-2020,0,,"",fdf07616
England,eng,ENG,UEFA,Hampton & Richmond Borough FC,M,"",2017-2018,2019-2020,0,0,"",8e5b0dc7
England,eng,ENG,UEFA,Hamworthy United FC,M,"",2017-2018,2019-2020,0,,"",5a1c1639
England,eng,ENG,UEFA,Handsworth Parramore FC,M,"",2017-2018,2019-2020,0,,"",1aa130c4
England,eng,ENG,UEFA,Hanley Town FC,M,"",2017-2018,2019-2020,0,,"",3ce5f9b7
England,eng,ENG,UEFA,Hanwell Town FC,M,"",2017-2018,2019-2020,0,,"",eb9ee060
England,eng,ENG,UEFA,Hanworth Villa FC,M,"",2017-2018,2019-2020,0,,"",918a5784
England,eng,ENG,UEFA,Harborough Town FC,M,"",2017-2018,2019-2020,0,,"",3b47a2b5
England,eng,ENG,UEFA,Harefield United FC,M,"",2019-2020,2019-2020,0,,"",ca3056a6
England,eng,ENG,UEFA,Haringey Borough FC,M,"",2017-2018,2019-2020,0,0,"",0c421caf
England,eng,ENG,UEFA,Harlow Town FC,M,"",2017-2018,2019-2020,0,,"",d834b0f8
England,eng,ENG,UEFA,Harpenden Town FC,M,"",2017-2018,2019-2020,0,,"",ea71499b
England,eng,ENG,UEFA,Harrogate Railway Athletic FC,M,"",2017-2018,2019-2020,0,,Harrogate Railway AFC,d9631f91
England,eng,ENG,UEFA,Harrogate Town FC,M,National League,2016-2017,2019-2020,2,,Harrogate Town AFC,802d1b47
England,eng,ENG,UEFA,Harrow Borough FC,M,"",2016-2017,2019-2020,0,0,"",5f40f1aa
England,eng,ENG,UEFA,Harrowby United FC,M,"",2017-2018,2017-2018,0,,"",9b5f5ba2
England,eng,ENG,UEFA,Hartlepool United FC,M,National League,2002-2003,2019-2020,18,0,"",2af58c3d
England,eng,ENG,UEFA,Hartley Wintney FC,M,"",2017-2018,2019-2020,0,,"",a3b240a5
England,eng,ENG,UEFA,Harwich & Parkeston FC,M,"",2019-2020,2019-2020,0,,"",665ff87c
England,eng,ENG,UEFA,Hassocks FC,M,"",2017-2018,2019-2020,0,,"",beeaafda
England,eng,ENG,UEFA,Hastings United FC,M,"",2017-2018,2019-2020,0,,"",d83c33b1
England,eng,ENG,UEFA,Haughmond FC,M,"",2017-2018,2019-2020,0,,"",47dd97d4
England,eng,ENG,UEFA,Havant & Waterlooville FC,M,"",2014-2015,2019-2020,1,0,"",2621920d
England,eng,ENG,UEFA,Haverhill Borough FC,M,"",2017-2018,2018-2019,0,,"",51248574
England,eng,ENG,UEFA,Haverhill Rovers FC,M,"",2017-2018,2019-2020,0,,"",ec940df5
England,eng,ENG,UEFA,Hayes & Yeading United FC,M,"",2009-2010,2019-2020,3,0,"",f970e6e0
England,eng,ENG,UEFA,Haywards Heath Town FC,M,"",2017-2018,2019-2020,0,,"",92dd2ded
England,eng,ENG,UEFA,Heanor Town FC,M,"",2017-2018,2019-2020,0,,"",90d97f81
England,eng,ENG,UEFA,Heather St John's FC,M,"",2018-2019,2019-2020,0,,Heather St. John's FC,fbabf718
England,eng,ENG,UEFA,Heaton Stannington FC,M,"",2017-2018,2018-2019,0,,"",84d89f98
England,eng,ENG,UEFA,Hebburn Town FC,M,"",2018-2019,2019-2020,0,,"",aeb9ca22
England,eng,ENG,UEFA,Hednesford Town FC,M,"",2017-2018,2019-2020,0,,"",2dd4700c
England,eng,ENG,UEFA,Hemel Hempstead Town FC,M,"",2014-2015,2019-2020,0,0,"",634f08b3
England,eng,ENG,UEFA,Hemsworth Miners Welfare FC,M,"",2017-2018,2019-2020,0,,"",eaa5a83c
England,eng,ENG,UEFA,Hendon FC,M,"",2016-2017,2019-2020,0,,"",13ccec38
England,eng,ENG,UEFA,Hengrove Athletic FC,M,"",2017-2018,2019-2020,0,,"",ba16d8ae
England,eng,ENG,UEFA,Hereford FC,M,"",2017-2018,2019-2020,0,0,"",c4fb374f
England,eng,ENG,UEFA,Hereford United FC,M,"",2006-2007,2013-2014,8,0,"",d8736fdd
England,eng,ENG,UEFA,Herne Bay FC,M,"",2017-2018,2019-2020,0,,"",d84aed8f
England,eng,ENG,UEFA,Hertford Town FC,M,"",2017-2018,2019-2020,0,,"",afb379f1
England,eng,ENG,UEFA,Heybridge Swifts FC,M,"",2017-2018,2019-2020,0,0,"",8768fd23
England,eng,ENG,UEFA,Highgate United FC,M,"",2017-2018,2019-2020,0,,"",12d66dd7
England,eng,ENG,UEFA,Highworth Town FC,M,"",2017-2018,2019-2020,0,,"",8dd11e62
England,eng,ENG,UEFA,Hinckley AFC,M,"",2017-2018,2018-2019,0,,"",524cc306
England,eng,ENG,UEFA,Histon FC,M,"",2007-2008,2019-2020,4,0,"",cfc6e778
England,eng,ENG,UEFA,Hitchin Town FC,M,"",2017-2018,2019-2020,0,0,"",0eeb3a15
England,eng,ENG,UEFA,Hoddesdon Town FC,M,"",2017-2018,2019-2020,0,,"",6f641c73
England,eng,ENG,UEFA,Holbeach United FC,M,"",2017-2018,2019-2020,0,,"",7aea0010
England,eng,ENG,UEFA,Hollands & Blair FC,M,"",2017-2018,2019-2020,0,,"",e55c6443
England,eng,ENG,UEFA,Holmer Green FC,M,"",2017-2018,2019-2020,0,,"",5e44ecfb
England,eng,ENG,UEFA,Holmesdale FC,M,"",2017-2018,2017-2018,0,,"",23a5ee10
England,eng,ENG,UEFA,Holyport FC,M,"",2018-2019,2018-2019,0,,"",bb6b177b
England,eng,ENG,UEFA,Horley Town FC,M,"",2017-2018,2019-2020,0,,"",821f5b2b
England,eng,ENG,UEFA,Horndean FC,M,"",2017-2018,2019-2020,0,,"",08a8aa15
England,eng,ENG,UEFA,Horsham FC,M,"",2017-2018,2019-2020,0,,"",c7f9816b
England,eng,ENG,UEFA,Horsham YMCA FC,M,"",2017-2018,2019-2020,0,,"",25bb9f33
England,eng,ENG,UEFA,Huddersfield Town AFC,M,EFL Championship,2002-2003,2019-2020,18,0,"",f5922ca5
England,eng,ENG,UEFA,Hull City AFC,M,EFL Championship,2002-2003,2019-2020,18,0,"",bd8769d1
England,eng,ENG,UEFA,Hullbridge Sports FC,M,"",2017-2018,2019-2020,0,,"",2422a597
England,eng,ENG,UEFA,Hungerford Town FC,M,"",2017-2018,2019-2020,0,,"",b0681010
England,eng,ENG,UEFA,Huntingdon Town FC,M,"",2017-2018,2017-2018,0,,"",ea5e2a33
England,eng,ENG,UEFA,Hyde FC,M,"",2012-2013,2013-2014,2,0,"",c4da6515
England,eng,ENG,UEFA,Hythe & Dibden FC,M,"",2019-2020,2019-2020,0,,"",85dd0a2f
England,eng,ENG,UEFA,Hythe Town FC,M,"",2017-2018,2019-2020,0,,"",54ff9fcc
England,eng,ENG,UEFA,Ilford FC,M,"",2017-2018,2019-2020,0,,"",fbf2a231
England,eng,ENG,UEFA,Ilkeston Town FC,M,"",2019-2020,2019-2020,0,,"",8b60d748
England,eng,ENG,UEFA,Ipswich Town FC,M,EFL League One,1992-1993,2019-2020,23,0,"",b74092de
England,eng,ENG,UEFA,Ipswich Wanderers FC,M,"",2017-2018,2018-2019,0,,"",5e4c7673
England,eng,ENG,UEFA,Irlam FC,M,"",2017-2018,2019-2020,0,,"",c4d82458
England,eng,ENG,UEFA,Jarrow Roofing Boldon Community Association FC,M,"",2017-2018,2017-2018,0,,Jarrow Roofing Boldon CA FC,852578d0
England,eng,ENG,UEFA,K Sports FC,M,"",2018-2019,2019-2020,0,,"",a25ea964
England,eng,ENG,UEFA,Kendal Town FC,M,"",2017-2018,2019-2020,0,,"",c427cb14
England,eng,ENG,UEFA,Kettering Town FC,M,"",2008-2009,2019-2020,4,0,"",31a305e0
England,eng,ENG,UEFA,Keynsham Town FC,M,"",2017-2018,2019-2020,0,,"",d360b312
England,eng,ENG,UEFA,Kidderminster Harriers FC,M,"",2002-2003,2019-2020,13,0,"",fa7569e4
England,eng,ENG,UEFA,Kidlington FC,M,"",2017-2018,2019-2020,0,,"",d1f3cd8a
England,eng,ENG,UEFA,Kidsgrove Athletic FC,M,"",2017-2018,2019-2020,0,,"",8d6cd286
England,eng,ENG,UEFA,Kimberley Miners Welfare FC,M,"",2017-2018,2018-2019,0,,"",6d4ed351
England,eng,ENG,UEFA,King's Lynn Town FC,M,"",2017-2018,2019-2020,0,,"",0ce564ff
England,eng,ENG,UEFA,Kings Langley FC,M,"",2017-2018,2019-2020,0,,"",541eb2b3
England,eng,ENG,UEFA,Kingstonian FC,M,"",2017-2018,2019-2020,0,,"",1a91ea5d
England,eng,ENG,UEFA,Kirby Muxloe SC,M,"",2017-2018,2019-2020,0,,Kirby Muxloe FC,20bd71d7
England,eng,ENG,UEFA,Kirkley & Pakefield FC,M,"",2017-2018,2019-2020,0,,"",5782545f
England,eng,ENG,UEFA,Knaphill FC,M,"",2017-2018,2019-2020,0,,"",c8e8c154
England,eng,ENG,UEFA,Knaresborough Town AFC,M,"",2018-2019,2019-2020,0,,"",517eb5d9
England,eng,ENG,UEFA,Lancaster City FC,M,"",2017-2018,2019-2020,0,,"",6aad0791
England,eng,ENG,UEFA,Lancing FC,M,"",2017-2018,2019-2020,0,,"",1fa5410a
England,eng,ENG,UEFA,Langford FC,M,"",2017-2018,2017-2018,0,,"",25c34bd8
England,eng,ENG,UEFA,Langney Wanderers FC,M,"",2018-2019,2019-2020,0,,"",5fb28978
England,eng,ENG,UEFA,Larkhall Athletic FC,M,"",2017-2018,2019-2020,0,,"",73ed98c8
England,eng,ENG,UEFA,Laverstock & Ford FC,M,"",2017-2018,2017-2018,0,,"",59213a14
England,eng,ENG,UEFA,Leamington FC,M,"",2017-2018,2019-2020,0,,"",d81e9926
England,eng,ENG,UEFA,Leatherhead FC,M,"",2017-2018,2019-2020,0,0,"",7c79be7c
England,eng,ENG,UEFA,Leeds United FC,M,EFL Championship,1992-1993,2019-2020,28,0,"",5bfb9659
England,eng,ENG,UEFA,Leek Town FC,M,"",2017-2018,2019-2020,0,,"",2ef75ba1
England,eng,ENG,UEFA,Leicester City FC,M,Premier League,1994-1995,2019-2020,25,3,"",a2d435b3
England,eng,ENG,UEFA,Leicester City FC U23,M,Premier League 2 — Division 1,2016-2017,2019-2020,4,,"",90773bc8
England,eng,ENG,UEFA,Leicester Nirvana FC,M,"",2017-2018,2019-2020,0,,"",a55589fa
England,eng,ENG,UEFA,Leicester Road FC,M,"",2017-2018,2019-2020,0,,"",fdbea88d
England,eng,ENG,UEFA,Leighton Town FC,M,"",2017-2018,2019-2020,0,,"",647f02ca
England,eng,ENG,UEFA,Leiston FC,M,"",2016-2017,2019-2020,0,,"",5f058d60
England,eng,ENG,UEFA,Leverstock Green FC,M,"",2017-2018,2019-2020,0,,"",32203553
England,eng,ENG,UEFA,Lewes FC,M,"",2008-2009,2019-2020,1,0,"",0178d199
England,eng,ENG,UEFA,Leyton Athletic FC,M,"",2017-2018,2019-2020,0,,"",4801f5b0
England,eng,ENG,UEFA,Leyton Orient FC,M,EFL League Two,2002-2003,2019-2020,18,1,"",590e9120
England,eng,ENG,UEFA,Lichfield City FC,M,"",2019-2020,2019-2020,0,,"",afa9dd72
England,eng,ENG,UEFA,Lincoln City FC,M,EFL League One,2002-2003,2019-2020,18,2,"",d76b7bed
England,eng,ENG,UEFA,Lincoln United FC,M,"",2016-2017,2019-2020,0,,"",94378dd9
England,eng,ENG,UEFA,Lingfield FC,M,"",2017-2018,2019-2020,0,,"",905151b8
England,eng,ENG,UEFA,Litherland REMYCA FC,M,"",2017-2018,2019-2020,0,,"",4197ef46
England,eng,ENG,UEFA,Little Common FC,M,"",2017-2018,2019-2020,0,,"",6e09f654
England,eng,ENG,UEFA,Littlehampton Town FC,M,"",2017-2018,2018-2019,0,,"",d73312d0
England,eng,ENG,UEFA,Liverpool FC,M,Premier League,1992-1993,2019-2020,28,0,"",822bd0ba
England,eng,ENG,UEFA,Liverpool FC U23,M,Premier League 2 — Division 1,2016-2017,2019-2020,4,,"",071dd6bd
England,eng,ENG,UEFA,Liverpool FC Women,F,FA Women's Super League,2014-2015,2019-2020,4,0,Liverpool LFC,00f74a56
England,eng,ENG,UEFA,Liversedge FC,M,"",2017-2018,2019-2020,0,,"",f320e225
England,eng,ENG,UEFA,London Colney FC,M,"",2017-2018,2019-2020,0,,"",ccf02bc0
England,eng,ENG,UEFA,London Lions FC,M,"",2018-2019,2018-2019,0,,"",0cc6aadb
England,eng,ENG,UEFA,London Tigers FC,M,"",2019-2020,2019-2020,0,,"",5096c621
England,eng,ENG,UEFA,Long Eaton United FC,M,"",2017-2018,2019-2020,0,,"",456a2ba8
England,eng,ENG,UEFA,Long Melford FC,M,"",2017-2018,2019-2020,0,,"",d8ef4c92
England,eng,ENG,UEFA,Longlevens AFC,M,"",2017-2018,2019-2020,0,,"",95ffbc0a
England,eng,ENG,UEFA,Longridge Town FC,M,"",2019-2020,2019-2020,0,,"",2b52c7d2
England,eng,ENG,UEFA,Longwell Green Sports FC,M,"",2017-2018,2018-2019,0,,"",36adf659
England,eng,ENG,UEFA,Lordswood FC,M,"",2017-2018,2019-2020,0,,"",ca2e8132
England,eng,ENG,UEFA,Loughborough Dynamo FC,M,"",2017-2018,2019-2020,0,,"",ffbfc2ea
England,eng,ENG,UEFA,Loughborough University FC,M,"",2017-2018,2019-2020,0,,"",8b451211
England,eng,ENG,UEFA,Lower Breck FC,M,"",2019-2020,2019-2020,0,,"",75115000
England,eng,ENG,UEFA,Lowestoft Town FC,M,"",2017-2018,2019-2020,0,,"",e2a21e1b
England,eng,ENG,UEFA,Loxwood FC,M,"",2017-2018,2019-2020,0,,"",ec282e5c
England,eng,ENG,UEFA,Luton Town FC,M,EFL Championship,2002-2003,2019-2020,18,3,"",e297cd13
England,eng,ENG,UEFA,Lutterworth Town AFC,M,"",2018-2019,2019-2020,0,,"",e9107eb0
England,eng,ENG,UEFA,Lydney Town AFC,M,"",2017-2018,2019-2020,0,,"",9b96bd27
England,eng,ENG,UEFA,Lye Town FC,M,"",2019-2020,2019-2020,0,,"",ec3067fc
England,eng,ENG,UEFA,Lymington Town FC,M,"",2017-2018,2019-2020,0,,"",35e9d30d
England,eng,ENG,UEFA,Macclesfield Town FC,M,EFL League Two,2002-2003,2019-2020,18,1,"",4792ab67
England,eng,ENG,UEFA,Maidenhead United FC,M,National League,2015-2016,2019-2020,3,0,"",7cf2360b
England,eng,ENG,UEFA,Maidstone United FC,M,"",2014-2015,2019-2020,3,0,"",5bb68ee3
England,eng,ENG,UEFA,Maine Road FC,M,"",2017-2018,2018-2019,0,,"",7685c25c
England,eng,ENG,UEFA,Maldon & Tiptree FC,M,"",2017-2018,2019-2020,0,,"",e8979067
England,eng,ENG,UEFA,Malmesbury Victoria FC,M,"",2019-2020,2019-2020,0,,"",d0710d5b
England,eng,ENG,UEFA,Maltby Main FC,M,"",2017-2018,2019-2020,0,,"",e5c50549
England,eng,ENG,UEFA,Malvern Town FC,M,"",2017-2018,2019-2020,0,,"",6c4ff7a2
England,eng,ENG,UEFA,Manchester City FC,M,Premier League,1992-1993,2019-2020,24,5,"",b8fd03ef
England,eng,ENG,UEFA,Manchester City FC U23,M,Premier League 2 — Division 1,2016-2017,2019-2020,4,,"",e41e516f
England,eng,ENG,UEFA,Manchester City WFC,F,FA Women's Super League,2016-2017,2019-2020,4,0,"",9ce68f8a
England,eng,ENG,UEFA,Manchester United,F,FA Women's Super League,2019-2020,2019-2020,1,,WFC,0bbd83f6
England,eng,ENG,UEFA,Manchester United FC,M,Premier League,1992-1993,2019-2020,28,13,"",19538871
England,eng,ENG,UEFA,Manchester United FC U23,M,Premier League 2 — Division 2,2016-2017,2019-2020,4,,"",92aca032
England,eng,ENG,UEFA,Mangotsfield United FC,M,"",2017-2018,2019-2020,0,,"",2bed3866
England,eng,ENG,UEFA,Mansfield Town FC,M,EFL League Two,2002-2003,2019-2020,18,1,"",13cb8449
England,eng,ENG,UEFA,March Town United FC,M,"",2019-2020,2019-2020,0,,"",dbc75ffa
England,eng,ENG,UEFA,Margate FC,M,"",2016-2017,2019-2020,0,,"",422d7787
England,eng,ENG,UEFA,Marine FC,M,"",2017-2018,2019-2020,0,,Marine AFC,ac17e8b2
England,eng,ENG,UEFA,Market Drayton Town FC,M,"",2017-2018,2019-2020,0,,"",5b913cc8
England,eng,ENG,UEFA,Marlow FC,M,"",2017-2018,2019-2020,0,,"",cbf1c547
England,eng,ENG,UEFA,Marske United FC,M,"",2017-2018,2019-2020,0,,"",7cb039af
England,eng,ENG,UEFA,Matlock Town FC,M,"",2016-2017,2019-2020,0,,"",cb9661c9
England,eng,ENG,UEFA,Melksham Town FC,M,"",2017-2018,2019-2020,0,,"",38269af5
England,eng,ENG,UEFA,Melton Town FC,M,"",2019-2020,2019-2020,0,,"",4345f782
England,eng,ENG,UEFA,Merstham FC,M,"",2016-2017,2019-2020,0,0,"",0e497b8d
England,eng,ENG,UEFA,Merthyr Town FC,M,"",2017-2018,2019-2020,0,,"",3cce464f
England,eng,ENG,UEFA,Metropolitan Police FC,M,"",2017-2018,2019-2020,0,0,"",2b361221
England,eng,ENG,UEFA,Mickleover Sports FC,M,"",2017-2018,2019-2020,0,,"",fef07ac6
England,eng,ENG,UEFA,Middlesbrough FC,M,EFL Championship,1992-1993,2019-2020,25,0,"",7f59c601
England,eng,ENG,UEFA,Middlesbrough FC U23,M,Premier League 2 — Division 2,2016-2017,2019-2020,4,,"",2d860997
England,eng,ENG,UEFA,Mildenhall Town FC,M,"",2017-2018,2019-2020,0,,"",6c72992e
England,eng,ENG,UEFA,Mile Oak FC,M,"",2017-2018,2017-2018,0,,"",c2e66508
England,eng,ENG,UEFA,Millwall FC,M,EFL Championship,2001-2002,2019-2020,19,0,"",e3c537a1
England,eng,ENG,UEFA,Milton Keynes Dons FC,M,EFL League One,2004-2005,2019-2020,16,1,"",fcf5b1e1
England,eng,ENG,UEFA,Mole Valley SCR FC,M,"",2017-2018,2019-2020,0,,Sutton Common Rovers FC,2a655d60
England,eng,ENG,UEFA,Molesey FC,M,"",2017-2018,2019-2020,0,,"",ab7617e3
England,eng,ENG,UEFA,Moneyfields FC,M,"",2017-2018,2019-2020,0,,"",64c31d0e
England,eng,ENG,UEFA,Morecambe FC,M,EFL League Two,2006-2007,2019-2020,14,0,"",6ca73159
England,eng,ENG,UEFA,Morpeth Town AFC,M,"",2017-2018,2019-2020,0,,"",0523f0dd
England,eng,ENG,UEFA,Mossley AFC,M,"",2017-2018,2019-2020,0,,"",2bf3ce84
England,eng,ENG,UEFA,Mulbarton Wanderers FC,M,"",2019-2020,2019-2020,0,,"",f0a37569
England,eng,ENG,UEFA,Nantwich Town FC,M,"",2016-2017,2019-2020,0,0,"",9407702a
England,eng,ENG,UEFA,Needham Market FC,M,"",2017-2018,2019-2020,0,,"",d0684a25
England,eng,ENG,UEFA,Nelson FC,M,"",2017-2018,2017-2018,0,,"",1a20cdfc
England,eng,ENG,UEFA,New Mills AFC,M,"",2017-2018,2017-2018,0,,"",0c5e77e1
England,eng,ENG,UEFA,Newcastle Benfield FC,M,"",2017-2018,2019-2020,0,,"",fc8e01ae
England,eng,ENG,UEFA,Newcastle Town FC,M,"",2017-2018,2019-2020,0,,"",c3badeb5
England,eng,ENG,UEFA,Newcastle United FC,M,Premier League,1993-1994,2019-2020,27,2,"",b2b47a98
England,eng,ENG,UEFA,Newcastle United FC U23,M,Premier League 2 — Division 2,2016-2017,2019-2020,4,,"",91df880d
England,eng,ENG,UEFA,Newhaven FC,M,"",2017-2018,2019-2020,0,,"",46f4e0b0
England,eng,ENG,UEFA,Newmarket Town FC,M,"",2017-2018,2019-2020,0,,"",34f35ec0
England,eng,ENG,UEFA,Newport,M,"",2017-2018,2018-2019,0,,Isle of Wight FC,de6a22ee
England,eng,ENG,UEFA,Newport County AFC,M,EFL League Two,2010-2011,2019-2020,10,0,"",6c15d7e1
England,eng,ENG,UEFA,Newport Pagnell Town FC,M,"",2017-2018,2019-2020,0,,"",27c01030
England,eng,ENG,UEFA,Newton Aycliffe FC,M,"",2017-2018,2019-2020,0,,"",9e411767
England,eng,ENG,UEFA,North Ferriby United AFC,M,"",2016-2017,2018-2019,1,0,"",c3575167
England,eng,ENG,UEFA,North Greenford United FC,M,"",2017-2018,2019-2020,0,,"",680ed164
England,eng,ENG,UEFA,North Leigh FC,M,"",2016-2017,2019-2020,0,,"",143c8922
England,eng,ENG,UEFA,North Shields FC,M,"",2017-2018,2019-2020,0,,"",406c8f02
England,eng,ENG,UEFA,Northallerton Town FC,M,"",2018-2019,2019-2020,0,,"",5ba45bf8
England,eng,ENG,UEFA,Northampton ON Chenecks FC,M,"",2017-2018,2019-2020,0,,"",478f9ef1
England,eng,ENG,UEFA,Northampton Sileby Rangers FC,M,"",2017-2018,2018-2019,0,,"",1e6a4a15
England,eng,ENG,UEFA,Northampton Town FC,M,EFL League Two,2002-2003,2019-2020,18,1,"",986a26c1
England,eng,ENG,UEFA,Northwich Victoria FC,M,"",2006-2007,2019-2020,3,0,"",66c5f006
England,eng,ENG,UEFA,Northwood FC,M,"",2017-2018,2019-2020,0,,"",71f3fd0b
England,eng,ENG,UEFA,Norton United FC,M,"",2014-2015,2014-2015,0,0,"",b58dea12
England,eng,ENG,UEFA,Norwich CBS FC,M,"",2019-2020,2019-2020,0,,"",eef8cfaa
England,eng,ENG,UEFA,Norwich City FC,M,Premier League,1992-1993,2019-2020,22,3,"",1c781004
England,eng,ENG,UEFA,Norwich City FC U23,M,Premier League 2 — Division 2,2016-2017,2019-2020,4,,"",8de86c22
England,eng,ENG,UEFA,Norwich United FC,M,"",2017-2018,2019-2020,0,,"",76d10de9
England,eng,ENG,UEFA,Nostell Miners Welfare FC,M,"",2019-2020,2019-2020,0,,"",b14b7f92
England,eng,ENG,UEFA,Nottingham Forest FC,M,EFL Championship,1992-1993,2019-2020,24,0,"",e4a775cb
England,eng,ENG,UEFA,Notts County FC,M,National League,2002-2003,2019-2020,18,1,"",3b27de1f
England,eng,ENG,UEFA,Nuneaton Town FC,M,"",2012-2013,2019-2020,3,0,Nuneaton Borough FC,961db42e
England,eng,ENG,UEFA,Oadby Town FC,M,"",2017-2018,2019-2020,0,,"",f8c28259
England,eng,ENG,UEFA,Odd Down FC,M,"",2017-2018,2019-2020,0,,Odd Down AFC,81403f32
England,eng,ENG,UEFA,Oldham Athletic AFC,M,EFL League Two,1992-1993,2019-2020,20,0,"",4a04a02b
England,eng,ENG,UEFA,Ossett Albion AFC,M,"",2017-2018,2017-2018,0,,"",d2ad9443
England,eng,ENG,UEFA,Ossett Town FC,M,"",2017-2018,2017-2018,0,,Ossett Town AFC,a82665f2
England,eng,ENG,UEFA,Ossett United FC,M,"",2018-2019,2019-2020,0,,"",277eb60f
England,eng,ENG,UEFA,Oxford City FC,M,"",2017-2018,2019-2020,0,0,"",2a0a34ae
England,eng,ENG,UEFA,Oxford United FC,M,EFL League One,2002-2003,2019-2020,18,0,"",604617a2
